City,Date,Latitude,Longitude,Temperature C,Cloud Cover %,Precipitation mm,Humidity %,Wind Speed km,Snow Depth mm,Snow mm,Conditions
BOSTON,2018-10-06,42.35866,-71.05674,14.4,78.7,0.0,69.21,22.0,0.0,0.0,Overcast
BOSTON,2018-10-07,42.35866,-71.05674,18.9,98.5,3.0,82.64,22.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-10-08,42.35866,-71.05674,14.2,100.0,0.0,85.6,27.0,0.0,0.0,Overcast
BOSTON,2018-10-09,42.35866,-71.05674,21.1,72.4,0.0,80.68,29.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-10,42.35866,-71.05674,24.2,32.9,0.0,74.15,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-11,42.35866,-71.05674,16.9,95.0,16.0,90.36,20.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-10-12,42.35866,-71.05674,14.5,76.6,3.0,72.59,35.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-10-13,42.35866,-71.05674,10.3,72.0,3.0,68.9,22.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-10-14,42.35866,-71.05674,10.9,41.1,0.0,62.19,25.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-15,42.35866,-71.05674,14.2,74.7,0.0,79.44,38.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-10-16,42.35866,-71.05674,12.0,47.1,2.0,47.47,44.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-10-17,42.35866,-71.05674,11.1,37.8,0.0,55.7,33.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-18,42.35866,-71.05674,6.3,23.6,0.0,40.57,35.0,0.0,0.0,Clear
BOSTON,2018-10-19,42.35866,-71.05674,10.1,39.6,0.0,51.14,31.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-20,42.35866,-71.05674,14.9,74.6,0.0,61.26,31.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-21,42.35866,-71.05674,7.8,65.8,1.0,51.83,44.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-10-22,42.35866,-71.05674,6.6,46.4,0.0,49.63,24.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-23,42.35866,-71.05674,9.6,86.4,10.0,76.04,23.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-10-24,42.35866,-71.05674,7.6,74.4,1.0,74.64,29.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-10-25,42.35866,-71.05674,6.3,52.7,0.0,54.5,29.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-26,42.35866,-71.05674,4.9,54.9,0.0,49.84,20.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-27,42.35866,-71.05674,9.6,99.6,25.0,80.94,56.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-10-28,42.35866,-71.05674,9.2,98.5,2.0,80.26,25.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-10-29,42.35866,-71.05674,10.9,71.3,13.0,75.76,31.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-10-30,42.35866,-71.05674,7.4,36.2,0.0,58.1,29.0,0.0,0.0,Partially cloudy
BOSTON,2018-10-31,42.35866,-71.05674,8.7,60.2,0.0,66.59,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-01,42.35866,-71.05674,13.9,97.0,0.0,82.79,16.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-02,42.35866,-71.05674,17.9,94.7,6.0,87.88,36.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-03,42.35866,-71.05674,13.3,69.8,27.0,73.06,54.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-11-04,42.35866,-71.05674,8.6,52.1,0.0,50.43,29.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-05,42.35866,-71.05674,9.9,96.1,8.0,75.3,27.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-06,42.35866,-71.05674,11.1,97.4,20.0,91.45,31.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-07,42.35866,-71.05674,14.4,31.2,0.0,58.17,29.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-08,42.35866,-71.05674,9.9,42.2,0.0,46.46,26.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-09,42.35866,-71.05674,8.0,67.1,17.0,66.26,45.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-11-10,42.35866,-71.05674,7.6,64.5,22.0,65.0,42.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-11-11,42.35866,-71.05674,4.4,17.4,0.0,40.48,31.0,0.0,0.0,Clear
BOSTON,2018-11-12,42.35866,-71.05674,5.4,46.2,0.0,53.65,18.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-13,42.35866,-71.05674,8.9,99.1,28.0,82.23,29.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-14,42.35866,-71.05674,1.1,46.9,0.0,35.46,44.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-15,42.35866,-71.05674,-1.6,72.2,8.0,53.82,36.0,50.0,50.0,"Snow, Partially cloudy"
BOSTON,2018-11-16,42.35866,-71.05674,3.8,70.8,19.0,82.35,52.0,80.0,30.0,"Snow, Partially cloudy"
BOSTON,2018-11-17,42.35866,-71.05674,6.2,62.9,0.0,59.27,29.0,60.0,0.0,Partially cloudy
BOSTON,2018-11-18,42.35866,-71.05674,4.4,88.4,0.0,56.56,18.0,17.0,0.0,Overcast
BOSTON,2018-11-19,42.35866,-71.05674,3.6,100.0,5.0,83.18,12.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-20,42.35866,-71.05674,3.4,90.3,10.0,87.86,24.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-21,42.35866,-71.05674,2.2,60.6,0.0,57.04,35.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-22,42.35866,-71.05674,-7.7,25.8,0.0,38.54,36.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-23,42.35866,-71.05674,-4.6,19.9,0.0,35.76,27.0,0.0,0.0,Clear
BOSTON,2018-11-24,42.35866,-71.05674,3.4,75.7,0.0,53.78,25.0,0.0,0.0,Overcast
BOSTON,2018-11-25,42.35866,-71.05674,7.4,99.4,20.0,87.75,33.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-26,42.35866,-71.05674,7.2,99.5,18.0,87.32,45.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-11-27,42.35866,-71.05674,6.5,75.0,13.0,78.37,41.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-11-28,42.35866,-71.05674,4.6,72.5,0.0,63.24,33.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-29,42.35866,-71.05674,5.3,64.9,0.0,56.96,36.0,0.0,0.0,Partially cloudy
BOSTON,2018-11-30,42.35866,-71.05674,3.5,57.0,0.0,64.14,16.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-01,42.35866,-71.05674,3.9,78.5,0.0,67.64,20.0,0.0,0.0,Overcast
BOSTON,2018-12-02,42.35866,-71.05674,7.9,99.9,19.0,89.5,27.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-12-03,42.35866,-71.05674,10.1,63.9,0.0,70.48,31.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-04,42.35866,-71.05674,2.1,32.2,0.0,46.23,29.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-05,42.35866,-71.05674,-1.0,49.1,0.0,47.54,23.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-06,42.35866,-71.05674,2.2,73.2,0.0,50.24,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-07,42.35866,-71.05674,1.9,38.6,0.0,44.49,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-08,42.35866,-71.05674,-3.7,27.6,0.0,37.19,25.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-09,42.35866,-71.05674,-1.1,59.2,0.0,53.08,20.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-10,42.35866,-71.05674,0.2,27.1,0.0,47.76,20.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-11,42.35866,-71.05674,-0.8,29.7,0.0,49.33,16.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-12,42.35866,-71.05674,0.1,57.6,0.0,43.66,35.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-13,42.35866,-71.05674,-1.9,88.3,0.0,55.86,18.0,0.0,0.0,Overcast
BOSTON,2018-12-14,42.35866,-71.05674,3.5,72.0,0.0,73.04,18.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-15,42.35866,-71.05674,9.1,94.1,0.0,75.03,24.0,0.0,0.0,Overcast
BOSTON,2018-12-16,42.35866,-71.05674,6.2,99.2,13.0,72.51,36.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-12-17,42.35866,-71.05674,4.1,91.0,1.0,77.27,35.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-12-18,42.35866,-71.05674,-1.1,47.4,1.0,46.73,48.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-12-19,42.35866,-71.05674,0.2,70.1,0.0,42.6,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-20,42.35866,-71.05674,4.8,58.0,0.0,60.14,20.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-21,42.35866,-71.05674,12.4,99.9,15.0,90.99,44.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-12-22,42.35866,-71.05674,9.2,73.6,1.0,71.55,38.0,0.0,0.0,"Rain, Partially cloudy"
BOSTON,2018-12-23,42.35866,-71.05674,2.6,31.3,0.0,47.47,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-24,42.35866,-71.05674,2.1,94.0,0.0,62.86,27.0,0.0,0.0,Overcast
BOSTON,2018-12-25,42.35866,-71.05674,1.3,28.5,0.0,45.0,26.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-26,42.35866,-71.05674,0.3,49.0,0.0,41.43,26.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-27,42.35866,-71.05674,1.0,67.7,0.0,49.39,26.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-28,42.35866,-71.05674,6.9,99.6,9.0,83.0,27.0,0.0,0.0,"Rain, Overcast"
BOSTON,2018-12-29,42.35866,-71.05674,8.3,48.8,0.0,65.97,42.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-30,42.35866,-71.05674,-1.1,57.4,0.0,55.07,27.0,0.0,0.0,Partially cloudy
BOSTON,2018-12-31,42.35866,-71.05674,3.4,84.8,6.0,68.31,24.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-01,41.88425,-87.63245,-1.1,27.8,0.0,65.72,17.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-02,41.88425,-87.63245,2.5,72.3,3.0,83.25,14.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-01-03,41.88425,-87.63245,3.1,85.9,0.0,87.5,29.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-04,41.88425,-87.63245,-9.7,34.3,0.0,58.08,33.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-05,41.88425,-87.63245,-12.6,62.5,0.0,56.83,28.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-06,41.88425,-87.63245,-15.3,30.7,0.0,56.38,19.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-07,41.88425,-87.63245,-12.6,16.5,0.0,54.05,27.0,0.0,0.0,Clear
CHICAGO,2017-01-08,41.88425,-87.63245,-11.4,35.6,0.0,50.05,25.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-09,41.88425,-87.63245,-3.5,76.3,0.0,64.3,28.0,0.0,0.0,Overcast
CHICAGO,2017-01-10,41.88425,-87.63245,3.8,88.4,6.0,74.55,56.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-11,41.88425,-87.63245,1.1,79.8,9.0,81.85,31.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-12,41.88425,-87.63245,-3.9,86.7,3.0,77.87,28.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-13,41.88425,-87.63245,-5.2,76.1,0.0,64.47,22.0,0.0,0.0,Overcast
CHICAGO,2017-01-14,41.88425,-87.63245,-1.3,77.5,0.0,63.75,12.0,0.0,0.0,Overcast
CHICAGO,2017-01-15,41.88425,-87.63245,-2.1,61.6,0.0,68.88,11.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-16,41.88425,-87.63245,1.4,96.3,17.0,88.3,13.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-17,41.88425,-87.63245,2.5,98.0,11.0,96.59,21.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-18,41.88425,-87.63245,1.2,95.2,0.0,90.85,21.0,0.0,0.0,Overcast
CHICAGO,2017-01-19,41.88425,-87.63245,2.5,74.4,13.0,90.89,15.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-01-20,41.88425,-87.63245,4.3,96.8,6.0,95.54,20.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-21,41.88425,-87.63245,10.1,56.1,0.0,81.8,23.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-01-22,41.88425,-87.63245,5.8,87.4,0.0,86.54,20.0,0.0,0.0,Overcast
CHICAGO,2017-01-23,41.88425,-87.63245,4.4,95.6,0.0,81.18,26.0,0.0,0.0,Overcast
CHICAGO,2017-01-24,41.88425,-87.63245,2.8,98.0,0.0,79.67,16.0,0.0,0.0,Overcast
CHICAGO,2017-01-25,41.88425,-87.63245,3.4,92.2,2.0,85.68,28.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-26,41.88425,-87.63245,0.6,88.0,0.0,77.78,27.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-01-27,41.88425,-87.63245,-2.5,92.9,0.0,69.5,27.0,0.0,0.0,Overcast
CHICAGO,2017-01-28,41.88425,-87.63245,-2.4,95.4,0.0,70.45,24.0,0.0,0.0,Overcast
CHICAGO,2017-01-29,41.88425,-87.63245,-3.0,88.4,0.0,59.92,24.0,0.0,0.0,Overcast
CHICAGO,2017-01-30,41.88425,-87.63245,-3.7,55.3,0.0,56.27,26.0,0.0,0.0,Partially cloudy
CHICAGO,2017-01-31,41.88425,-87.63245,3.4,86.9,1.0,71.09,35.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-02-01,41.88425,-87.63245,0.8,61.9,0.0,61.73,29.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-02,41.88425,-87.63245,-6.9,24.3,0.0,51.06,29.0,0.0,0.0,Clear
CHICAGO,2017-02-03,41.88425,-87.63245,-6.2,30.0,0.0,45.22,23.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-04,41.88425,-87.63245,-3.5,59.0,0.0,46.17,31.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-05,41.88425,-87.63245,0.6,37.7,0.0,56.08,24.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-06,41.88425,-87.63245,3.9,60.0,0.0,77.0,22.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-07,41.88425,-87.63245,6.4,89.3,11.0,90.93,33.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-02-08,41.88425,-87.63245,-2.2,80.0,0.0,65.06,25.0,0.0,0.0,Overcast
CHICAGO,2017-02-09,41.88425,-87.63245,-7.2,38.8,0.0,47.99,28.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-10,41.88425,-87.63245,-0.6,73.2,0.0,60.74,38.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-11,41.88425,-87.63245,5.6,75.2,0.0,71.18,21.0,0.0,0.0,Overcast
CHICAGO,2017-02-12,41.88425,-87.63245,4.3,49.3,0.0,56.89,48.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-13,41.88425,-87.63245,2.3,28.0,0.0,54.28,26.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-14,41.88425,-87.63245,5.2,43.6,0.0,55.19,32.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-15,41.88425,-87.63245,0.1,44.4,0.0,44.11,27.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-16,41.88425,-87.63245,2.1,80.0,0.0,42.45,20.0,0.0,0.0,Overcast
CHICAGO,2017-02-17,41.88425,-87.63245,9.7,34.3,0.0,53.02,28.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-18,41.88425,-87.63245,12.9,21.4,0.0,47.36,20.0,0.0,0.0,Clear
CHICAGO,2017-02-19,41.88425,-87.63245,10.3,38.5,0.0,53.4,13.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-20,41.88425,-87.63245,13.8,71.0,0.0,62.19,30.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-21,41.88425,-87.63245,14.9,70.1,3.0,75.61,23.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-02-22,41.88425,-87.63245,14.8,49.9,0.0,80.91,27.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-23,41.88425,-87.63245,7.9,57.9,4.0,78.96,27.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-02-24,41.88425,-87.63245,4.3,96.6,3.0,88.65,28.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-02-25,41.88425,-87.63245,-2.9,81.0,0.0,63.66,34.0,0.0,0.0,Overcast
CHICAGO,2017-02-26,41.88425,-87.63245,2.5,64.5,0.0,50.87,35.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-27,41.88425,-87.63245,6.2,52.5,0.0,59.98,20.0,0.0,0.0,Partially cloudy
CHICAGO,2017-02-28,41.88425,-87.63245,12.1,87.1,21.0,83.32,28.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-01,41.88425,-87.63245,4.9,86.2,12.0,83.39,40.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-02,41.88425,-87.63245,-0.4,65.6,0.0,57.78,24.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-03,41.88425,-87.63245,-2.5,38.4,0.0,39.72,28.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-04,41.88425,-87.63245,1.2,59.2,0.0,67.44,31.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-05,41.88425,-87.63245,8.0,60.9,0.0,61.22,33.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-06,41.88425,-87.63245,13.6,97.6,0.0,76.13,43.0,0.0,0.0,Overcast
CHICAGO,2017-03-07,41.88425,-87.63245,10.4,49.0,7.0,52.78,46.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-03-08,41.88425,-87.63245,7.7,23.4,0.0,32.46,55.0,0.0,0.0,Clear
CHICAGO,2017-03-09,41.88425,-87.63245,2.8,58.0,0.0,49.98,19.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-10,41.88425,-87.63245,-1.7,36.1,0.0,29.8,32.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-11,41.88425,-87.63245,-4.5,60.0,0.0,30.17,25.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-12,41.88425,-87.63245,-2.5,47.9,0.0,40.71,23.0,33.0,33.0,"Snow, Partially cloudy"
CHICAGO,2017-03-13,41.88425,-87.63245,-1.8,81.7,6.0,78.67,30.0,72.0,43.0,"Snow, Overcast"
CHICAGO,2017-03-14,41.88425,-87.63245,-4.5,61.1,2.0,67.79,30.0,131.0,59.0,"Snow, Partially cloudy"
CHICAGO,2017-03-15,41.88425,-87.63245,-3.9,11.8,0.0,49.07,27.0,130.0,0.0,Clear
CHICAGO,2017-03-16,41.88425,-87.63245,-0.2,31.0,0.0,49.05,15.0,70.0,0.0,Partially cloudy
CHICAGO,2017-03-17,41.88425,-87.63245,4.8,83.4,1.0,78.26,31.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-18,41.88425,-87.63245,4.9,92.6,0.0,66.08,29.0,0.0,0.0,Overcast
CHICAGO,2017-03-19,41.88425,-87.63245,6.0,58.6,0.0,64.18,26.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-20,41.88425,-87.63245,8.1,73.7,8.0,76.46,28.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-03-21,41.88425,-87.63245,5.2,61.6,0.0,59.46,38.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-22,41.88425,-87.63245,-0.3,66.6,0.0,57.41,36.0,0.0,0.0,Partially cloudy
CHICAGO,2017-03-23,41.88425,-87.63245,5.1,75.9,0.0,50.76,29.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-24,41.88425,-87.63245,14.3,64.4,7.0,60.1,38.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-03-25,41.88425,-87.63245,6.4,92.4,13.0,92.97,28.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-26,41.88425,-87.63245,12.2,88.4,5.0,89.37,20.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-27,41.88425,-87.63245,8.4,95.6,0.0,88.91,19.0,0.0,0.0,Overcast
CHICAGO,2017-03-28,41.88425,-87.63245,5.9,78.3,0.0,79.63,25.0,0.0,0.0,Overcast
CHICAGO,2017-03-29,41.88425,-87.63245,5.8,89.9,3.0,79.08,31.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-30,41.88425,-87.63245,5.9,93.8,50.0,93.31,33.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-03-31,41.88425,-87.63245,3.9,90.9,1.0,85.53,35.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-01,41.88425,-87.63245,7.7,52.4,0.0,48.85,14.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-02,41.88425,-87.63245,10.3,65.4,0.0,50.09,17.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-03,41.88425,-87.63245,9.2,84.1,8.0,81.87,17.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-04,41.88425,-87.63245,9.4,77.4,1.0,79.36,20.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-05,41.88425,-87.63245,6.1,91.2,25.0,87.64,45.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-06,41.88425,-87.63245,5.9,70.4,12.0,68.78,37.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-04-07,41.88425,-87.63245,6.9,45.1,0.0,39.81,29.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-08,41.88425,-87.63245,12.4,53.9,0.0,42.43,29.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-09,41.88425,-87.63245,19.2,65.0,0.0,50.21,39.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-10,41.88425,-87.63245,16.7,70.8,10.0,70.71,35.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-04-11,41.88425,-87.63245,8.9,84.3,0.0,74.05,27.0,0.0,0.0,Overcast
CHICAGO,2017-04-12,41.88425,-87.63245,8.8,50.4,0.0,58.29,20.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-13,41.88425,-87.63245,10.4,76.5,5.0,68.7,18.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-14,41.88425,-87.63245,13.9,67.7,3.0,67.49,20.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-04-15,41.88425,-87.63245,22.6,65.4,0.0,55.7,41.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-16,41.88425,-87.63245,18.3,65.7,11.0,61.53,31.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-04-17,41.88425,-87.63245,12.9,35.1,0.0,53.35,20.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-18,41.88425,-87.63245,17.1,53.8,0.0,53.7,33.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-19,41.88425,-87.63245,14.8,78.8,1.0,74.48,24.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-20,41.88425,-87.63245,15.1,75.7,0.0,69.4,34.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-21,41.88425,-87.63245,9.4,73.0,0.0,57.27,31.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-22,41.88425,-87.63245,10.3,46.9,0.0,46.09,24.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-23,41.88425,-87.63245,13.0,22.6,0.0,43.58,21.0,0.0,0.0,Clear
CHICAGO,2017-04-24,41.88425,-87.63245,14.2,56.4,0.0,50.49,20.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-25,41.88425,-87.63245,20.1,49.8,0.0,51.33,27.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-26,41.88425,-87.63245,20.5,81.4,4.0,65.69,33.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-27,41.88425,-87.63245,10.0,89.5,4.0,79.57,38.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-28,41.88425,-87.63245,10.1,72.1,0.0,72.16,22.0,0.0,0.0,Partially cloudy
CHICAGO,2017-04-29,41.88425,-87.63245,6.7,85.0,42.0,83.29,47.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-04-30,41.88425,-87.63245,7.3,98.9,28.0,96.27,30.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-05-01,41.88425,-87.63245,10.6,70.9,7.0,79.96,34.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-05-02,41.88425,-87.63245,7.6,81.5,2.0,73.46,32.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-05-03,41.88425,-87.63245,9.0,53.1,0.0,58.1,17.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-04,41.88425,-87.63245,9.1,59.0,0.0,66.75,32.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-05,41.88425,-87.63245,9.6,41.8,0.0,66.62,36.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-06,41.88425,-87.63245,10.0,47.5,2.0,55.28,35.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-05-07,41.88425,-87.63245,8.3,16.1,0.0,45.98,27.0,0.0,0.0,Clear
CHICAGO,2017-05-08,41.88425,-87.63245,8.1,46.3,1.0,48.41,21.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-05-09,41.88425,-87.63245,9.6,93.0,7.0,65.08,15.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-05-10,41.88425,-87.63245,12.9,80.1,21.0,68.03,26.0,0.0,0.0,"Rain, Overcast"
CHICAGO,2017-05-11,41.88425,-87.63245,12.9,58.0,0.0,71.62,23.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-12,41.88425,-87.63245,14.8,32.0,0.0,56.72,23.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-13,41.88425,-87.63245,18.5,41.2,0.0,52.36,26.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-14,41.88425,-87.63245,15.2,25.6,0.0,54.82,26.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-15,41.88425,-87.63245,20.2,45.0,1.0,53.3,18.0,0.0,0.0,"Rain, Partially cloudy"
CHICAGO,2017-05-16,41.88425,-87.63245,25.1,48.1,0.0,55.32,37.0,0.0,0.0,Partially cloudy
CHICAGO,2017-05-17,41.88425,-87.63245,25.6,59.6,2.0,53.9,44.0,0.0,0.0,"Rain, Partially cloudy"
