name,latitude,longitude,datetime,tempmax,tempmin,temp,dew,humidity,precip,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,conditions,description
PITTSBURGH,40.438,-79.997,1/1/2017,6.6,-0.3,2.8,-2.1,71.1,0.64,12.5,0,0.4,46.4,24.9,202.8,1021.6,41.4,15.4,105.2,9,5,"Snow, Rain, Partially cloudy",Clearing in the afternoon with early morning snow or rain.
PITTSBURGH,40.438,-79.997,1/2/2017,7.9,2.8,5.9,3.8,86.9,2.24,29.17,0,0,,14.5,108.3,1021.8,84.3,8.8,28.1,2.6,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,1/3/2017,9.2,6.1,7.3,5.9,91,19.72,70.83,0,0,29.5,16.4,159.6,1006.3,77.4,8.5,21.7,1.8,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,1/4/2017,6.8,-6.1,1,-4.8,67.4,1.35,41.67,0,0,57.7,36.3,274.8,1007.1,72.8,14.5,113.3,9.8,5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.
PITTSBURGH,40.438,-79.997,1/5/2017,-5.2,-7.2,-6.3,-11.4,68.2,1.3,25,2.6,0.9,34.7,22.3,256.5,1015.1,81.2,10.3,37.9,3.4,2,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
PITTSBURGH,40.438,-79.997,1/6/2017,-8,-14.1,-10.9,-15.9,67.6,0.21,4.17,1.5,3.4,,16.4,281.1,1022.1,32.2,14.3,68,5.9,3,"Snow, Partially cloudy",Becoming cloudy in the afternoon with early morning snow.
PITTSBURGH,40.438,-79.997,1/7/2017,-8.9,-13.5,-11.6,-17.2,64,0,0,2,3.2,33.5,21.3,300.1,1029.4,57.6,15.5,73.9,6.3,4,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,1/8/2017,-9.1,-13.9,-11.9,-18.2,60.3,0,0,0,2.8,45.1,23.7,269,1035.7,46.5,15.2,72.4,6.1,3,Partially cloudy,Becoming cloudy in the afternoon.
PITTSBURGH,40.438,-79.997,1/9/2017,-2.3,-15.1,-8.4,-16.5,54,0,0,0,2.1,,19.8,182.5,1035.4,58.4,16,75.8,6.6,4,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,1/10/2017,9.5,-4.5,2.1,-3.8,66.9,2.58,50,0,1.6,64.5,38.2,168.9,1020.9,80.2,13.2,42.3,3.6,2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,1/11/2017,12.6,4.3,8.9,3.6,70,5.83,37.5,0,0.1,64.6,38.8,189.7,1019.1,41.2,15.3,46.3,4,3,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
PITTSBURGH,40.438,-79.997,1/12/2017,18,3.6,14.1,9.6,74.9,11.97,37.5,0,0,63.8,42.5,236.8,1015.6,84.4,15.1,59.4,5.2,3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,1/13/2017,2.6,-1.9,0.4,-5.2,66.7,0,0,0,0,,17.2,309.3,1036,57.7,16,116.8,10.1,5,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,1/14/2017,2,-2.9,-0.4,-5.8,66.9,0.49,8.33,0,0,,9.4,123.5,1031.8,77.5,15.8,22.5,1.9,1,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,1/15/2017,1.1,-4.1,-1.1,-6.5,67.4,0,0,0,0,,12.2,212.2,1030,28,15.8,96.6,8.2,4,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,1/16/2017,3.7,-3.5,0.4,-3.7,74,0.21,4.17,0,0,,9.1,46.7,1027.2,71.7,14.6,60.2,5.2,3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
PITTSBURGH,40.438,-79.997,1/17/2017,15.9,3.6,10.1,7.4,84.2,1.63,41.67,0,0,39.6,23.8,188.4,1014.9,82.9,11.3,48,4.1,3,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,1/18/2017,10.7,3.3,5.5,2.3,80.1,1.1,25,0,0,36.6,23.2,268.5,1017.5,92.9,14.7,58.3,5,2,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.
PITTSBURGH,40.438,-79.997,1/19/2017,5.4,1.3,3.3,0.4,81.3,0,0,0,0,,17.2,178.3,1018.5,75.2,15.5,96.7,8.3,5,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,1/20/2017,13.2,1.3,7.6,5.2,84.8,4.92,33.33,0,0,,15.9,150.8,1009.1,69.2,14.1,40.5,3.5,3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
PITTSBURGH,40.438,-79.997,1/21/2017,17.3,6.4,12.1,8.2,78.4,0.09,12.5,0,0,35.3,20.9,165.7,1008.2,39.2,11.7,77,6.7,4,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
PITTSBURGH,40.438,-79.997,1/22/2017,16,9.1,12.5,8,74.6,0.27,16.67,0,0,25.9,20,108,1002.9,79,15.3,83.3,7,4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,1/23/2017,9.9,1,6.1,3.6,84.3,21.58,79.17,0,0,46,30,67.7,1000.9,90.3,11.6,54.6,4.7,3,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.
PITTSBURGH,40.438,-79.997,1/24/2017,3.9,1.8,2.9,1.3,88.9,1.97,45.83,0,0,46.4,24.5,265.5,1005.8,94.5,12.1,33.3,2.8,2,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,1/25/2017,11.1,2.8,6.6,2.2,73.9,1.39,16.67,0,0,33.5,19.1,221,1006.3,80.1,15.7,115.9,10,5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,1/26/2017,10.1,0.6,3.4,-0.4,76.4,6.24,54.17,0,0,50.8,31.5,255,1003.6,81.4,13.9,74.4,6.4,3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,1/27/2017,-0.1,-2.1,-1.1,-5.4,72.2,0.44,16.67,0.6,0.2,44.1,27.5,252.2,1010.3,82.3,12.2,65.8,5.5,3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
PITTSBURGH,40.438,-79.997,1/28/2017,0.5,-2.9,-1.2,-6.5,67.4,0.36,12.5,0.9,0.8,46.7,31.3,249.1,1007.9,95.6,15,75.4,6.4,3,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.
PITTSBURGH,40.438,-79.997,1/29/2017,-0.2,-2.4,-1.4,-7.6,63.5,0.15,12.5,2.1,1.6,44.2,20.3,275,1008,83.7,14.3,70.4,6.1,3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.
PITTSBURGH,40.438,-79.997,1/30/2017,-2.3,-5.7,-3.9,-9.3,66.8,0.58,12.5,0.7,2.1,40.1,23.9,257.2,1012.4,71.8,12.3,77.8,6.7,3,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
PITTSBURGH,40.438,-79.997,1/31/2017,3.7,-5.5,0.6,-3.5,74.5,1.9,37.5,0.7,1.3,50.2,32.2,212.3,1007.7,81.3,13.8,74.5,6.3,3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
PITTSBURGH,40.438,-79.997,2/1/2017,3.3,0.6,2.1,-2.4,72.5,1.09,25,0,0.1,41.7,24,247.3,1016.1,84.9,13.7,45,3.9,2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow in the morning and afternoon.
PITTSBURGH,40.438,-79.997,2/2/2017,1.1,-4.3,-0.8,-8.5,57.9,0.07,4.17,0,0,47.4,28,275.5,1022.5,51.2,15,89.6,7.7,4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.
PITTSBURGH,40.438,-79.997,2/3/2017,-3.9,-7.2,-5.5,-12.8,57,0,0,0,0,39.5,22.4,282.5,1026.6,48.8,15.8,67.1,5.8,3,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/4/2017,-1.1,-10.1,-5.2,-14.6,49.2,0,0,0,0,31.7,18.8,224.3,1029.3,10.2,16,140.6,12.3,6,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,2/5/2017,7.1,-4.1,2.6,-8.2,45.3,0,0,0,0,53,31.4,230,1016.2,91,16,88.6,7.7,4,Overcast,Cloudy skies throughout the day.
PITTSBURGH,40.438,-79.997,2/6/2017,12.5,-1.8,5,-3,57.9,0.36,4.17,0,0,28.7,21,220.8,1018.1,18.3,15.6,146.9,12.8,6,Rain,Clear conditions throughout the day with late afternoon rain.
PITTSBURGH,40.438,-79.997,2/7/2017,17.5,6.4,12.3,8.8,80.3,11.83,70.83,0,0,52.2,33.4,200.3,1004.1,83.8,14,54,4.8,2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,2/8/2017,13.3,-0.9,6.3,2.6,77.7,5.47,37.5,6.1,2.1,39.4,25.6,271,1006,86.5,13.8,73.7,6.3,4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,2/9/2017,-1.3,-8.2,-5.3,-9.6,72.6,7.43,16.67,3.7,8.3,57.9,35.8,310.4,1016.1,81.6,10.1,82.8,7.2,3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.
PITTSBURGH,40.438,-79.997,2/10/2017,0.5,-10,-6.1,-12.6,60.2,0,0,5.6,8.6,37.1,21.9,205.7,1023.7,71.5,16,126.7,10.9,5,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/11/2017,12.5,1.3,8.1,-0.6,54.5,0.04,12.5,0,6.5,31.7,20.1,191.3,1014.1,33,16,142.6,12.3,6,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.
PITTSBURGH,40.438,-79.997,2/12/2017,13.3,2.1,8.3,4.4,77.7,5.64,50,1.2,1.8,74.9,40.6,220.5,1009.9,82,12,73.9,6.3,4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,2/13/2017,3.8,-1.7,0.5,-7.5,55.5,0.18,4.17,0,0.8,60.6,35.2,305.5,1020.9,52.3,15.1,168.3,14.5,7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.
PITTSBURGH,40.438,-79.997,2/14/2017,9.3,-2.9,3,-5.7,54.3,0,0,0,0.1,47.2,27.8,211.1,1011.4,25.7,16,147,12.7,6,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,2/15/2017,5.5,-3.3,1,-4.9,65.5,0.49,16.67,1.5,0.5,48.2,30.1,280.1,1003.7,79.8,13.2,125,10.8,5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,2/16/2017,-2,-5.2,-3.6,-8.5,68.9,0,0,1.4,2,38.9,22.2,258.4,1012,70,13,95.9,8.4,3,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/17/2017,11.5,-6.2,2.5,-5.8,57.5,0,0,0,0.2,,13.5,162.8,1012.3,33.1,15.7,164.8,14.3,6,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,2/18/2017,18.9,6.7,12.3,-0.4,43.5,0,0,0,0,49.6,27.5,213,1009.5,15.7,16,148,12.8,6,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,2/19/2017,17.3,6.8,11.4,4,62.8,0,0,0,0,37.1,21.4,247.4,1015.4,26.8,15.6,129.6,11.2,6,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,2/20/2017,15.2,4,9.6,2,63.4,0,0,0,0,,13.6,104.5,1023.8,26.6,11.9,155.3,13.4,7,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,2/21/2017,18.6,8.5,13.1,1.2,44.8,0,0,0,0,,14.3,162.7,1018.1,31.9,16,76.8,6.5,4,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/22/2017,18.4,11.6,14.8,6.4,57.6,0,0,0,0,,13.4,203.8,1012.8,87.1,16,121,10.5,5,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/23/2017,19.9,12,15.8,10.7,72.8,0.15,12.5,0,0,36.5,24.5,205,1009.8,71.1,15.7,115.9,10.1,5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
PITTSBURGH,40.438,-79.997,2/24/2017,24.3,13.6,18.7,8.9,55.5,0,0,0,0,44.3,26.9,176.1,1006.7,41.2,16,172.1,14.7,7,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/25/2017,18.7,-1.7,8.8,2,63.4,8.31,29.17,0,0,62.4,34.2,242.8,1004.6,74.1,14.8,120.9,10.6,5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
PITTSBURGH,40.438,-79.997,2/26/2017,3.8,-3.3,-0.4,-9,54,0,0,0,0,45.6,29.5,247.2,1020.7,55.4,13.9,183,15.9,7,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,2/27/2017,7.5,0.5,4,-4.3,58,0.32,8.33,0,0,35.3,21.2,178.9,1026.3,79,15.9,95.2,8.3,4,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
PITTSBURGH,40.438,-79.997,2/28/2017,13.7,3,9.1,5,76.5,0.21,4.17,0,0,55.4,31.6,156.8,1020,66.4,14.6,58.1,5.1,3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
PITTSBURGH,40.438,-79.997,3/1/2017,16.1,6.6,13.1,8.7,75.8,22.99,50,0,0,70.5,40.9,229.3,1003.6,69,13.4,83.3,7.4,4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,3/2/2017,4.4,-2.7,0.4,-5.6,64.5,1.7,29.17,1.9,0.6,61.6,38.4,293.8,1017.6,84.6,13.3,171.7,14.8,7,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,3/3/2017,-0.9,-5.9,-3.5,-10.3,59.7,0,0,1.2,2.2,53,33.5,291,1029.4,64.7,14.7,120.9,10.5,4,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,3/4/2017,0.5,-7.5,-4,-13.1,51.2,0,0,0,0.2,31.7,18.4,238.6,1037.1,12.9,16,222.6,19.3,8,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,3/5/2017,7.9,-8.8,-0.8,-14.1,39,0,0,0,0,,14.7,97.5,1034.7,13.1,16,212.6,18.3,8,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,3/6/2017,13.3,2.9,8.3,1.2,63.3,6,37.5,0,0,35.3,23.3,176,1025.7,90.7,13.9,85.2,7.5,4,"Rain, Overcast",Cloudy skies throughout the day with rain.
PITTSBURGH,40.438,-79.997,3/7/2017,15.7,5.8,11.9,8.8,81.9,12.04,70.83,0,0,55.8,31.9,190.9,1017,81.1,13.6,98.9,8.5,4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,3/8/2017,13.3,3.4,8.5,-3.5,49.9,1.64,12.5,0,0,74.2,45,239.7,1018,22.2,16,227.5,19.5,8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
PITTSBURGH,40.438,-79.997,3/9/2017,13.9,2.4,9,-6.6,34.6,0.16,4.17,2.6,0.8,50.3,25.6,260.3,1018.9,41.6,15.6,218.7,18.9,8,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.
PITTSBURGH,40.438,-79.997,3/10/2017,1,-6.1,-1.5,-5.6,75,8.28,70.83,1.5,3.8,52.4,32.5,284.5,1018.5,69.1,9.4,151.3,13,6,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
PITTSBURGH,40.438,-79.997,3/11/2017,-3.4,-9.4,-6.4,-14.5,53.5,0,0,0,3,40.7,25.8,299.8,1027.7,55.5,15.7,147.7,12.8,5,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,3/12/2017,-2.4,-8.8,-5.5,-12.7,57.4,0,0,0.5,0.8,27.7,16,278,1029.8,58.9,15.6,149.9,12.2,5,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,3/13/2017,4.1,-7.3,-1.9,-10.7,51.9,0,0,0,0.1,,18.8,80.9,1024.3,34.7,16,136.8,11.7,5,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,3/14/2017,1.8,-8.7,-3.3,-8.1,70.4,0.21,4.17,1.8,0.6,53.5,33.2,243.6,1012.4,86.8,8,97.1,8.4,3,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.
PITTSBURGH,40.438,-79.997,3/15/2017,-3.4,-9.8,-7,-13.5,61.4,0.28,8.33,1.1,2.1,57.5,36.8,289.7,1017,71.9,9.6,85.6,7.5,4,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.
PITTSBURGH,40.438,-79.997,3/16/2017,1.8,-6.1,-2.6,-10.4,56.4,0,0,0.7,0.7,43.4,27.2,291,1023.9,61.6,15.2,162.5,14.1,6,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,3/17/2017,5,-6,-0.8,-7.6,63.3,3.82,25,0,0.1,27.7,19.1,169.1,1025.1,35.5,12.5,114.5,10,4,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.
PITTSBURGH,40.438,-79.997,3/18/2017,6.3,0.2,2.6,0.7,87.4,1.53,50,0,0,34.4,21.9,192.3,1017.4,76.4,7.3,80.9,6.9,3,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.
PITTSBURGH,40.438,-79.997,3/19/2017,4.1,0.8,2.4,-1.3,76.4,0,0,0,0,,15.9,319.7,1025.2,97.5,15.8,167.9,14.5,6,Overcast,Cloudy skies throughout the day.
PITTSBURGH,40.438,-79.997,3/20/2017,10.5,1.4,5.8,-1.1,62.4,0,0,0,0,29.5,14.6,178.8,1021.4,84.6,15.4,120.1,10.4,6,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,3/21/2017,15.2,6.9,10.1,0,51.3,0,0,0,0,39.8,24.8,281.2,1015.8,68.8,16,235,20.3,8,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,3/22/2017,5.5,-3.4,0,-11.9,42.5,0,0,0,0,52.5,29.6,323.7,1028.1,34.9,16,267.6,23.1,9,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,3/23/2017,9.7,-7.1,0.8,-15,35.1,0,0,0,0,33.5,14.4,101,1033.3,6.6,16,262,22.6,9,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,3/24/2017,23,4,13.3,2.2,49,5.95,25,0,0,46.2,30.4,201.2,1022.3,39.5,15.3,223.8,19.4,8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
PITTSBURGH,40.438,-79.997,3/25/2017,22.6,16.7,19.3,9.6,53.8,0,0,0,0,31.7,20.9,187.3,1020.6,40.5,16,81,7,3,Partially cloudy,Becoming cloudy in the afternoon.
PITTSBURGH,40.438,-79.997,3/26/2017,18.6,11.3,14.8,9.1,69.5,7.59,29.17,0,0,38.9,27,127.7,1018.2,51.5,14.5,118.2,10.3,7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,3/27/2017,20.1,11.2,15.3,9.5,70.9,4.49,25,0,0,31.5,24.1,210.3,1014.3,52.3,14.2,205,17.7,7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
PITTSBURGH,40.438,-79.997,3/28/2017,15.4,8.6,13.1,9.9,81.5,3.87,37.5,0,0,37.1,23.3,251.6,1013.2,80.9,13.3,162.8,14.2,6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,3/29/2017,15.6,6.8,10.1,1.6,58.8,0,0,0,0,25.9,16.1,205.5,1021.8,54.3,15.9,267.9,23.2,9,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,3/30/2017,13.1,7.1,9.6,1.1,55.4,1.43,16.67,0,0,40.7,24.3,94.3,1014.8,55,15.8,116.9,10.2,6,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
PITTSBURGH,40.438,-79.997,3/31/2017,11.6,9.1,10.4,8.4,87.5,29.04,91.67,0,0,33.5,22.2,134.5,1004.9,84.6,10.2,57,4.9,2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,4/1/2017,8.9,3.9,4.9,2.4,83.7,1.76,16.67,0,0,46.7,23.3,307.1,1016.9,96.8,14.6,109.4,9.4,4,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.
PITTSBURGH,40.438,-79.997,4/2/2017,13.9,0.7,7.5,-0.4,60.6,0,0,0,0,,11.5,207.6,1023.5,25.7,15.9,197.2,17.2,8,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,4/3/2017,21.3,8.5,14.4,4.3,52.1,0.61,20.83,0,0,45.5,24.1,126,1009.7,48.6,15.9,163.3,14.1,6,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.
PITTSBURGH,40.438,-79.997,4/4/2017,17.3,12.4,15.3,9.3,68.2,3.57,37.5,0,0,66,43.6,235.2,1002,69.7,15.9,182.2,15.7,7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,4/5/2017,21.5,7.2,13.2,4,55.6,0,0,0,0,39.2,28.1,153,1009.8,36.2,16,240.4,20.9,9,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,4/6/2017,17.9,2.9,10.8,6.8,77.3,13.56,75,0,0,54.4,33.3,212.1,995.5,81,14.8,133,11.5,8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,4/7/2017,3.4,0.2,1.6,-2.2,77.1,1.7,58.33,0,0,51.9,27.1,293.1,1006.1,75.1,9.9,113.6,9.9,4,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.
PITTSBURGH,40.438,-79.997,4/8/2017,14.3,-0.9,6.8,-6.5,41,0,0,0,0,30.5,21.8,279.7,1017.4,5.5,16,295.8,25.5,9,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,4/9/2017,22.2,2,12.8,-3.2,37.8,0,0,0,0,32.9,18.2,169.2,1019,15.3,15.6,287.2,24.7,9,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,4/10/2017,25.8,14.1,20,1.1,28.4,0,0,0,0,49.2,29.3,199.3,1017.9,19.3,16,255.5,22.2,8,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,4/11/2017,21.1,14.2,17.6,7,52.7,3.25,29.17,0,0,53.6,28.3,219.9,1020.3,47,15.5,162.5,14.1,6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,4/12/2017,18.4,9.1,13.3,4.1,56.8,0,0,0,0,30.2,17.4,313.1,1025.9,36,16,285.5,24.7,9,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,4/13/2017,15.4,5.6,10.9,-0.3,48.1,0,0,0,0,27.7,14.3,68.8,1029.6,36,16,197.1,16.9,7,Partially cloudy,Becoming cloudy in the afternoon.
PITTSBURGH,40.438,-79.997,4/14/2017,21.9,9,15.5,1.1,39.1,0,0,0,0,,9.2,80.8,1025.7,61.2,16,246.6,21.1,8,Partially cloudy,Partly cloudy throughout the day.
PITTSBURGH,40.438,-79.997,4/15/2017,27.1,10.8,19.1,7.2,47.4,0.09,8.33,0,0,38.1,24.2,176,1021.3,25.9,16,233.5,20.1,9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
PITTSBURGH,40.438,-79.997,4/16/2017,23.7,17.1,19.6,12.2,63.3,9.89,16.67,0,0,56.8,37.7,217.8,1015.6,54.5,15.7,201.6,17.3,8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,4/17/2017,19.7,12,16,5.5,54.2,8.21,20.83,0,0,31.7,19.7,230.3,1019,33.3,15.3,230.4,19.9,9,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.
PITTSBURGH,40.438,-79.997,4/18/2017,21.2,8.1,14.9,0.3,39.7,0,0,0,0,,13.6,77.3,1025,13.3,15.9,303,26.1,9,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,4/19/2017,22.2,13.7,18,9.9,59.6,2.61,25,0,0,40.1,24.1,186.3,1021.1,83.2,15.7,160.8,13.9,5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,4/20/2017,24.1,14.5,19,14.8,77.6,21.52,58.33,0,0,53.6,18.7,192.8,1016,50.4,14.6,176,15.1,7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
PITTSBURGH,40.438,-79.997,4/21/2017,20.3,10.9,16.9,10.2,67,3.43,20.83,0,0,38.9,22.8,268.3,1012.2,54.6,14.9,278.9,24.1,9,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
PITTSBURGH,40.438,-79.997,4/22/2017,12.2,5.9,9.3,2.5,63.5,1.12,16.67,0,0,33.5,20.2,332.3,1017.1,61,16,155.5,13.5,7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
PITTSBURGH,40.438,-79.997,4/23/2017,19.1,3.8,12,-0.4,46.2,0,0,0,0,,14.5,92.5,1018.7,10.9,16,211.4,18.4,6,Clear,Clear conditions throughout the day.
PITTSBURGH,40.438,-79.997,4/24/2017,16.1,8.2,12.2,3,54.3,1.05,8.33,0,0,39.5,24.4,94.8,1016.7,50,16,101.4,8.7,3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
PITTSBURGH,40.438,-79.997,4/25/2017,17.5,9.5,13,9.2,78.3,3.12,37.5,0,0,34.9,18.6,86,1011.9,70,15.3,176.7,15.4,7,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
PITTSBURGH,40.438,-79.997,4/26/2017,24.6,11.2,17.5,11.6,71.1,0,0,0,0,,15.1,101.6,1007.6,37.3,15.3,291.8,25.2,9,Partially cloudy,Clearing in the afternoon.
PITTSBURGH,40.438,-79.997,4/27/2017,27.2,14.4,20.3,12.6,64.3,3.17,25,0,0,76,26.8,169.2,1005.4,27.3,15.8,282.6,24.3,9,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
